BHG - Closed Business Journal Report,,,,,,,,,,,,
"COMPANY
ID",OFFICE,TRANSACTION ID ,MLS#,"PROPERTY
ADDRESS",CITY,"STATE/
PROVINCE","ZIP/
POSTAL CODE","SALES
VOLUME",LOCAL CURRENCY,"ACTUAL CLOSE
DATE",SALES ID,SELLING SA1 ID
400164,0001,T11240,,1009 S Washington Street,Papillion,NE,68046,"$279,000",USD,10/18/2022,,0512
400164,0005,QGTXNT-T02309,22204744,1009 Tekamah Lane,Papillion,NE,68046,"$370,000",USD,04/19/2022,0296,
400164,0004,LE644V-T03716,22129230,101 Michael Drive,Gretna,NE,68028,"$225,000",USD,02/04/2022,0490,
400164,0001,554SP4-T09815,22203702,101 N 69th St,Omaha,NE,68132,"$205,000",USD,03/31/2022,0446,
400164,0004,LS76X4-T3405,22123347,101 Stanford Circle,Omaha,NE,68108,"$115,900",USD,02/24/2022,0370,
400164,0005,N4RMYN-T02408,22-251,101 Wilkes Street,Farragut,IA,51639,"$133,500",USD,04/11/2022,0245,
400164,0001,T10649,,1010 Kountze Memorial Drive,Bellevue,NE,68005,"$215,000",USD,07/11/2022,,0250
400164,0001,2JGXKM-T09933,22205601,1010 Mercer Park Road,Omaha,NE,68131,"$1,020,000",USD,05/04/2022,10036,
400164,0001,2JGXKM-T09933,22205601,1010 Mercer Park Road,Omaha,NE,68131,"$1,020,000",USD,05/04/2022,,0169
400164,0001,42WMH6-T11114,22-1576,1010 N 31st Street,Council Bluffs,IA,51501,"$160,000",USD,09/30/2022,10028,
400164,0004,YW85D9-T03820,22205220,1010 S 218th Street,Omaha,NE,68022,"$377,000",USD,04/04/2022,10047,
400164,0001,T10748,,10102 Grover Street,Omaha,NE,68124,"$400,000",USD,07/27/2022,,10010
400164,0005,9DPC2L-T02443,22209004,10113 S. 124th Ave.,Papillion,NE,68046,"$465,000",USD,06/24/2022,0184,
400164,0001,T10991,,10116 N 30th Avenue,Omaha,NE,68112,"$380,000",USD,08/30/2022,,0237
400164,0001,T10109,,1012 1st Street,Glenwood,IA,51534,"$159,000",USD,04/14/2022,,0363
400164,0005,T02347,,1012 Grandview Ave,Bellevue,NE,68005,"$227,500",USD,03/29/2022,,0334
400164,0001,YYV3WS-T09610,22129719,1012 Mercer Park Road,Omaha,NE,68131,"$395,000",USD,02/11/2022,0399,
400164,0001,T10317,,1012 S 41st Street,Omaha,NE,68105,"$206,000",USD,05/25/2022,,10015
400164,0004,T04615,,1013 N 77 St,Omaha,NE,68114,"$237,500",USD,10/28/2022,,0074
400164,0003,T02941,,1014 Hickory Hill Road,Papillion,NE,68046,"$379,000",USD,09/02/2022,,10056
400164,0004,FZXSPG-T04258,22216682,1015 N 238th Street,Eagle,NE,68347,"$350,000",USD,09/30/2022,0396,
400164,0001,7BSKHK-T09979,22202546,1015 North 83rd Street,Omaha,NE,68114,"$286,000",USD,03/29/2022,0303,
400164,0003,T03053,,1015 Park Avenue,Omaha,NE,68105,"$400,000",USD,11/22/2022,,0478
400164,0001,T11376,,1016 Pine Street,Council Bluffs,IA,51501,"$180,000",USD,11/10/2022,,0341
400164,0004,GBSJ4M-T03906,22207842,1018 North 67th Avenue,Omaha,NE,68132,"$445,000",USD,05/27/2022,0241,
400164,0003,T02684,,102 E 2nd St,Alvo,NE,68304,"$185,000",USD,04/25/2022,,10061
400164,0001,3MMLE5-T11319,22-1846,102 Linn Court,Glenwood,IA,51534,"$504,000",USD,11/09/2022,0243,
400164,0001,3MMLE5-T11319,22-1846,102 Linn Court,Glenwood,IA,51534,"$504,000",USD,11/09/2022,,0363
400164,0001,WP4D9N-T10396,22213223,102 N Nebraska Street,South Bend,NE,68058,"$185,000",USD,08/12/2022,10015,
400164,0001,3BRT9P-T09671,22-65,102 Ridgeline Road,WOODBINE,IA,51579,"$70,000",USD,03/16/2022,0323,
400164,0001,R8TPLG-T11431,22-1994,102 Southview Boulevard,Shenandoah,IA,51601,"$104,900",USD,12/09/2022,0245,
400164,0003,CDEWXE-T03037,22227016,1020 East Cary Street,Papillion,NE,68046,"$410,000",USD,12/08/2022,0556,
400164,0003,T02674,,1020 Michael Drive,Papillion,NE,68046,"$375,000",USD,04/14/2022,,0070
400164,0004,RNWX6P-T03982,22210102,10201 S 175th Circle,Omaha,NE,68136,"$476,000",USD,06/27/2022,0282,
400164,0001,648K44-T09662,22200878,10204 S 180th Avenue Circle,Omaha,NE,68136,"$472,990",USD,04/15/2022,0444,
400164,0001,T10639,,10207 Pintail Drive,Papillion,NE,68046,"$439,576",USD,07/11/2022,,0318
400164,0004,T03894,,10209 Osprey Lane,Papillion,NE,68046,"$451,350",USD,04/07/2022,,10052
400164,0001,T10783,,10211 Pintail Drive,Papillion,NE,68046,"$435,946",USD,07/27/2022,,0318
400164,0005,T02394,,10211 Superior Drive,Papillion,NE,68046,"$522,910",USD,04/01/2022,,0424
400164,0001,T11149,,10213 Wright Street,Omaha,NE,68124,"$385,000",USD,09/30/2022,,0384
400164,0001,GPHW3H-T10490,22214291,10215 Margo Street,LA VISTA,NE,68128,"$605,000",USD,08/15/2022,10043,
400164,0004,DV7W3E-T04148,22214343,10218 Spyglass Drive,Omaha,NE,68136,"$610,000",USD,09/30/2022,10052,
400164,0005,RCRTNC-T02783,22224876,1022 Haverford Dr,Papillion,NE,68046-6213,"$660,000",USD,11/28/2022,0172,
400164,0005,RCRTNC-T02783,22224876,1022 Haverford Dr,Papillion,NE,68046-6213,"$660,000",USD,11/28/2022,,0250
400164,0005,S8L38M-T02082,22127928,10225 Caspian Drive,Papillion,NE,68046,"$515,000",USD,01/04/2022,0223,
400164,0001,LGMCK4-T10772,22214364,1027 Marcy Plaza #302,Omaha,NE,68108,"$229,000",USD,08/02/2022,10003,
400164,0003,JNMRSZ-T02980,22222062,10276 Prairie Road,Omaha,NE,68134,"$560,000",USD,12/14/2022,10045,10045
400164,0003,T03049,,10297 Fowler Avenue,Omaha,NE,68134,"$279,000",USD,11/22/2022,,10036
400164,0001,T10510,,103 Lincoln Avenue,Malvern,IA,51551,"$215,000",USD,06/21/2022,,0243
400164,0001,T09853,,103 Main Street,Persia,IA,51563,"$50,000",USD,02/25/2022,,0299
400164,0001,Z9Z6S3-T10831,22219421,103 N 54th Street,Omaha,NE,68132,"$1,480,000",USD,11/10/2022,10015,0081
400164,0001,T11184,,10302 South 206th Street,Gretna,NE,68028,"$352,075",USD,10/07/2022,,0296
400164,0001,8M6YQC-T10140,22209088,10305 N Street,Omaha,NE,68127,"$654,000",USD,06/30/2022,0081,
400164,0001,8M6YQC-T10140,22209088,10305 N Street,Omaha,NE,68127,"$654,000",USD,06/30/2022,,0381
400164,0004,T04445,,10307 Pheasant Run Lane,Papillion,NE,68046,"$341,005",USD,08/31/2022,,10052
400164,0001,T09722,,10309 N Street,Omaha,NE,68127,"$250,000",USD,01/21/2022,,0097
400164,0001,Z6STNT-T09728,22201821,10310 N Street,Omaha,NE,68127,"$278,000",USD,02/28/2022,0092,
400164,0001,T11434,,10311 Hilltop Road,Omaha,NE,68134,"$225,000",USD,12/07/2022,,0237
400164,0005,EPRJLW-T02601,22126516,10319 Emiline Street,La Vista,NE,68128,"$448,000",USD,07/06/2022,0316,
400164,0005,TB7HVW-T02669,22219112,1032 Beaver Lake Boulevard,Plattsmouth,NE,68048,"$550,000",USD,09/30/2022,0342,
400164,0001,T11187,,10324 Brookside Lane,Omaha,NE,68124,"$427,500",USD,10/07/2022,,0446
400164,0001,8W6WVR-T10037,,1033 S 35th St,Omaha,NE,68105,"$302,000",USD,04/08/2022,10015,
400164,0001,8W6WVR-T10037,,1033 S 35th St,Omaha,NE,68105,"$302,000",USD,04/08/2022,,0229
400164,0001,RME28F-T09995,22206549,1033 South 33rd Street,Omaha,NE,68105,"$372,500",USD,05/23/2022,10026,
400164,0005,4MW3QS-T02638,22217581,1036 North 25th Avenue,Blair,NE,68008,"$233,000",USD,09/26/2022,0322,
400164,0001,JBSN5D-T09885,22204699,1038 N 63rd St,Omaha,NE,68132,"$325,000",USD,04/08/2022,10017,
400164,0004,M246Z5-T04502,22223069,1039 Laurel Street,Wahoo,NE,68066,"$435,000",USD,11/28/2022,0174,0568
400164,0005,WESZYM-T02140,22200687,104 East Charles Street,Valley,NE,68064,"$400,000",USD,02/28/2022,0332,
400164,0005,WESZYM-T02140,22200687,104 East Charles Street,Valley,NE,68064,"$400,000",USD,02/28/2022,,0332
400164,0001,QR8DN7-T10323,22-457,104 Hickory Ridge Dr,Glenwood,IA,51534,"$350,000",USD,05/26/2022,0243,
400164,0005,T02322,,104 Maplewood Cir,Glenwood,IA,51534,"$293,700",USD,03/01/2022,,0223
400164,0001,T11504,,104 McKenzie Court,Council Bluffs,IA,51503,"$325,000",USD,12/21/2022,,0472
400164,0005,MKN7KJ-T02099,22128450,104 Windsor Dr,Papillion,NE,68046,"$260,000",USD,01/26/2022,0335,
400164,0004,T04216,,10409 North 152nd Avenue,Omaha,NE,68022,"$380,000",USD,06/30/2022,,0262
400164,0003,T02870,,10411 Hilltop Road,Omaha,NE,68134,"$300,000",USD,07/21/2022,,0350
400164,0004,T04390,,10416 S 166th Circle,Gretna,NE,68028,"$195,000",USD,08/15/2022,,0258
400164,0005,T02305,,10418 S 103rd St,Papillion,NE,68046,"$447,937",USD,03/01/2022,,0424
400164,0004,T03650,,10423 South 112th Street,Papillion,NE,68046,"$367,417",USD,01/03/2022,,0089
400164,0001,6R6FPM-T10621,22216653,10429 Madison Street,Omaha,NE,68127,"$380,000",USD,09/02/2022,10015,
400164,0001,4WQPEP-T11099,22217607,10455 South 111th Street,Papillion,NE,68046,"$429,900",USD,09/23/2022,10002,
400164,0001,JQ9443-T10506,22-741 22-742,105 Bluff Street,Council Bluffs,IA,51503,"$220,000",USD,06/24/2022,0371,
400164,0001,R74YS7-T10862,22-1505,105 Kingsridge Drive,Council Bluffs,IA,51503,"$360,000",USD,09/09/2022,10028,
400164,0004,T03666,,105 N 31st Avenue #604,Omaha,NE,68131,"$112,500",USD,01/06/2022,,0467
400164,0001,9GRJL8-T10688,22214838,105 North 13th Street,Ashland,NE,68003,"$490,000",USD,07/22/2022,0097,
400164,0001,9GRJL8-T10688,22214838,105 North 13th Street,Ashland,NE,68003,"$490,000",USD,07/22/2022,,0223
400164,0005,P2LBZN-T02106,22128792,105 North 31st Ave #905,Omaha,NE,68131,"$292,000",USD,01/14/2022,0335,
400164,0001,T10387,,105 North 31st Avenue,Omaha,NE,68131,"$148,000",USD,06/03/2022,,0237
400164,0004,T04266,,105 North 31st Avenue #709,Omaha,NE,68131,"$135,000",USD,07/08/2022,,0490
400164,0001,DR6XBH-T11360,22-2114 Flex MLS,105 Oak Street,SILVER CITY,IA,51571,"$159,000",USD,12/28/2022,0243,
400164,0005,5N5GH7-T02659,22218738,105 S 9 St #3023,Omaha,NE,68102,"$295,000",USD,09/08/2022,0283,
400164,0001,T11190,,105 S 9th Street #501,Omaha,NE,68102,"$465,000",USD,10/06/2022,,0081
400164,0004,ENGMD5-T03802,22204330,105 S. 9th Street #410,Omaha,NE,68102,"$355,000",USD,04/15/2022,10059,
400164,0001,ZMRC6E-T09828,2200302,105 South 53rd Street,Omaha,NE,68132,"$621,000",USD,02/28/2022,0325,
400164,0001,T10265,,1050 N 3rd Street,Springfield,NE,68059,"$237,500",USD,05/13/2022,,0325
400164,0005,T02729,,10505 S 25th Avenue,Bellevue,NE,68123,"$210,000",USD,09/07/2022,,10002
400164,0001,T10753,,10508 Lewis And Clark Road,Bellevue,NE,68123-4466,"$295,000",USD,07/28/2022,,10010
400164,0004,T04157,,10537 N Street,Omaha,NE,68127,"$325,000",USD,06/17/2022,,0279
400164,0001,T10474,,10568 South 111th Street,Papillion,NE,68046,"$401,000",USD,06/17/2022,,0184
400164,0003,KPH33G-T02952,22222547,10574 Bobwhite Loop,Blair,NE,68008,"$675,000",USD,10/21/2022,0287,
400164,0005,T02329,,106 S 55th Street,Omaha,NE,68132,"$990,000",USD,03/14/2022,,10008
400164,0001,T10539,,10605 South 25th Avenue,Bellevue,NE,68123,"$225,000",USD,06/28/2022,,10002
400164,0005,35ZVHN-T02487,22207786,10610 Nebraska Avenue,Omaha,NE,68134,"$320,000",USD,05/13/2022,0365,
400164,0004,T04213,,10618 Hilltop Road,Omaha,NE,68134,"$259,500",USD,06/27/2022,,0064
400164,0001,93JZB9-T10508,22-742,107 Bluff Street,Council Bluffs,IA,51503,"$165,000",USD,06/24/2022,0371,
400164,0001,S495NE-T10286,22207593,10702 South 110th Avenue,Papillion,NE,68046,"$710,000",USD,05/23/2022,0316,
400164,0001,S495NE-T10286,22207593,10702 South 110th Avenue,Papillion,NE,68046,"$710,000",USD,05/23/2022,,0223
400164,0004,85SJGC-T04291,22217399,10705 S 176th Street,Omaha,NE,68136,"$1,500,000",USD,09/30/2022,10052,10052
400164,0005,T02300,,10706 S 110th Avenue,Papillion,NE,68046,"$380,000",USD,03/01/2022,,0184
400164,0001,XRFN44-T10905,22220679,10720 Hilltop Road,Omaha,NE,68134,"$667,000",USD,10/28/2022,0364,10015
400164,0003,PYVHKK-T02714,22209998,10722 Potter Street,Omaha,NE,68122,"$289,000",USD,06/21/2022,10055,
400164,0005,T02870,,10733 Berry Plaza,Omaha,NE,68127,"$195,000",USD,12/15/2022,,0493
400164,0004,T03812,,10734 S 127th Plaza,Papillion,NE,68138,"$550,000",USD,03/11/2022,,10047
400164,0005,T02169,,108 E Sarpy Avenue,Bellevue,NE,68005,"$125,000",USD,01/31/2022,,0104
400164,0001,T11335,,108 West Sheridan Avenue,Shenandoah,IA,51601,"$75,000",USD,11/04/2022,,0347
400164,0001,T11215,,10803 Cimarron Street,Papillion,NE,68046,"$415,000",USD,10/14/2022,,0097
400164,0003,323JSY-T02920,22220723,10806 N 51 Street,Omaha,NE,68152,"$497,500",USD,10/07/2022,0303,
400164,0001,Y2RPRD-T09639,22200384,10808 Winding River,Bellevue,NE,68123,"$275,000",USD,02/10/2022,0384,
400164,0003,5PZB6K-T02707,22209783,10810 Seward Street,Omaha,NE,68154,"$132,500",USD,08/08/2022,0303,
400164,0001,N96PR6-T09882,,10811 South 110th Street,Papillion,NE,68046,"$415,000",USD,03/09/2022,0073,
400164,0004,JMGZ3G-T04164,22214712,10814 South 174th Avenue,Omaha,NE,68136,"$1,250,000",USD,08/22/2022,0530,0064
400164,0004,HFZY4Q-T04092,22212790,10819 S 175th Street,Omaha,NE,68136,"$95,000",USD,06/23/2022,10052,
400164,0004,B3HVW6-T04620,22224408,10819 South 175th Street,Omaha,NE,68136,"$99,900",USD,11/04/2022,10052,
400164,0001,T09654,,10819 South 176th Street,Omaha,NE,68136,"$580,000",USD,01/07/2022,,10017
400164,0001,T11004,,10828 Old Mill Road,Omaha,NE,68134,"$1,150,000",USD,09/09/2022,,0349
400164,0005,T02876,,10871 Mary Street,Omaha,NE,68164,"$231,250",USD,12/20/2022,,0184
400164,0001,WPQHD2-T10449,22212478,10875 Iowa Plaza,Omaha,NE,68142,"$60,000",USD,06/16/2022,0074,0074
400164,0001,PRBNH5-T10016,22203497,109 West Gardiner Street,VALLEY,NE,68064,"$225,000",USD,04/01/2022,0074,
400164,0004,WSCZ43-T04265,22213476,10902 Portage Drive,Papillion,NE,68046,"$604,900",USD,07/15/2022,0232,
400164,0001,WTBS3M-T10071,22207920,10902 South 175th Street,Omaha,NE,68136,"$760,000",USD,05/02/2022,0232,
400164,0001,5WRG9T-T11119,22223583,10904 Taylor Street,Omaha,NE,68164,"$215,000",USD,10/28/2022,0464,
400164,0001,T09881,,10906 Jackson Street,OMAHA,NE,68154,"$222,500",USD,03/04/2022,,0417
400164,0005,EQP4JD-T02230,22203026,10907 Ranch Drive,Papillion,NE,68046,"$135,000",USD,11/03/2022,0322,
400164,0005,EQP4JD-T02230,22203026,10907 Ranch Drive,Papillion,NE,68046,"$135,000",USD,11/03/2022,,0232
400164,0001,HZKXN8-T7924,22104347,10909 Hardwood Drive,Papillion,NE,68046,"$624,768",USD,11/07/2022,0450,
400164,0005,T02274,,10910 Ranch Drive,Papillion,NE,68046,"$362,860",USD,02/17/2022,,0095
400164,0005,SYPFDY-T02185,22203024,10911 Ranch Drive,Papillion,NE,68046,"$135,000",USD,11/03/2022,0322,
400164,0005,SYPFDY-T02185,22203024,10911 Ranch Drive,Papillion,NE,68046,"$135,000",USD,11/03/2022,,0232
400164,0004,T04625,,10912 Sleepy Hollow Lane,Omaha,NE,68152,"$445,000",USD,10/28/2022,,0262
400164,0001,LES3LK-T10828,22218168,10915 South 175th Street,Omaha,NE,68136,"$875,000",USD,09/30/2022,0232,
400164,0001,B9SGSR-T10541,22209485,10918 Portage Drive,Papillion,NE,68046,"$632,989",USD,06/30/2022,0232,
400164,0001,T10976,,10920 North 62nd Street,Omaha,NE,68152,"$400,000",USD,08/29/2022,,0399
400164,0004,T04188,,10934 Leavenworth Street,Omaha,NE,68154,"$219,500",USD,06/24/2022,,0160
400164,0004,T03680,,10937 Olin Ave,Omaha,NE,68144,"$210,920",USD,01/13/2022,,0077
400164,0003,EG9N55-T02599,22200530,110 North 11th Street,Plattsmouth,NE,68048,"$230,000",USD,02/18/2022,10036,
400164,0001,87JWVW-T10162,22209268,110 S 52nd Street,Omaha,NE,68132,"$920,000",USD,06/24/2022,0384,
400164,0001,2BLK9C-T09825,,11003 Farnam Street,Omaha,NE,68154,"$200,000",USD,02/25/2022,0298,
400164,0001,T10077,,11004 Lewis and Clark Road,Bellevue,NE,68123,"$334,000",USD,04/14/2022,,10002
400164,0001,T10854,,11005 North 62nd Street,Omaha,NE,68152,"$402,000",USD,08/05/2022,,0262
400164,0004,T04570,,11005 South 25th Avenue,Bellevue,NE,68123,"$310,000",USD,09/30/2022,,0279
400164,0005,B7NP5T-T02344,22123167,11007 Ranch Drive,Papillion,NE,68046,"$133,016",USD,03/22/2022,0322,
400164,0005,B7NP5T-T02344,22123167,11007 Ranch Drive,Papillion,NE,68046,"$133,016",USD,03/22/2022,,0232
400164,0001,T09772,,1101 Jackson Street #207,Omaha,NE,68102,"$379,000",USD,02/08/2022,,0303
400164,0005,T02827,,11012 Hardwood Dr,Papillion,NE,68046,"$521,446",USD,11/01/2022,,0316
400164,0004,W7PFC3-T04404,22220165,11013 Hanover Street,Omaha,NE,68142,"$255,000",USD,10/03/2022,0172,
400164,0004,T03766,,11018 Girard Street,Omaha,NE,68142,"$245,000",USD,02/23/2022,,0370
400164,0001,T10157,,1102 S 43rd Street,Omaha,NE,68105,"$227,000",USD,04/22/2022,,10010
400164,0005,EF3HJY-T1914,22202904,11021 Hardwood Drive,Papillion,NE,68046,"$56,938",USD,03/04/2022,0322,
400164,0005,VX4SQV-T02297,22204317,11024 Sahler Street,Omaha,NE,68164,"$300,000",USD,04/08/2022,0332,
400164,0001,5MK7JT-T09994,22206415,11028 Portage Drive,Papillion,NE,68046,"$619,900",USD,06/13/2022,0232,
400164,0005,GE2DW5-T02708,22210486,1103 Buckboard Boulevard,Papillion,NE,68046,"$265,000",USD,08/30/2022,0104,
400164,0001,KPJ79L-T09944,22205753,11033 Girard Street,Omaha,NE,68142,"$252,000",USD,05/16/2022,0081,
400164,0001,T10889,,11038 Hascall Street,Omaha,NE,68144,"$305,000",USD,08/22/2022,,10020
400164,0001,B7M8LK-T10357,22212681,1104 Colorado St,Bellevue,NE,68005,"$220,000",USD,07/01/2022,10018,
400164,0001,NRKQF7-T11069,not in the MLS,1105 Edgewood Boulevard,Papillion,NE,68046,"$418,000",USD,09/21/2022,0298,
400164,0001,NRKQF7-T11069,not in the MLS,1105 Edgewood Boulevard,Papillion,NE,68046,"$418,000",USD,09/21/2022,,0298
400164,0003,T02573,,1105 Rousseau Court,Papillion,NE,68046,"$300,000",USD,01/24/2022,,10055
400164,0001,RJLCE4-T11020,22221823,1105 Stony Point Drive,Papillion,NE,68046,"$355,500",USD,10/21/2022,0226,
400164,0004,T04605,,11057 North 171st Street,Bennington,NE,68007,"$580,756",USD,10/27/2022,,0064
400164,0004,T04698,,1106 Lakewood Street,Valley,NE,68064,"$378,088",USD,12/29/2022,,0074
400164,0003,9DGVE6-T02883,22218801,1106 South 22nd Street,Omaha,NE,68127,"$210,000",USD,10/26/2022,0556,0556
400164,0004,GYBN2T-T3398,22123202,11062 Oakbrook Drive,Omaha,NE,68154,"$192,000",USD,01/14/2022,0370,
400164,0004,PPSQEJ-T04051,22211695,1107 North 49th Avenue,Omaha,NE,68132,"$185,000",USD,06/24/2022,0262,
400164,0005,T02412,,1107 Offutt Boulevard,Bellevue,NE,68005,"$210,000",USD,04/08/2022,,0209
400164,0001,YZHR35-T11039,22215980,1107 Park Ave & 2919 Pacific St,Omaha,NE,68105,"$480,000",USD,09/14/2022,0070,
400164,0001,T10746,,1107 Woodview Drive,Papillion,NE,68046,"$285,000",USD,07/27/2022,,0184
400164,0005,T02679,,1108 Shawnee Road,Papillion,NE,68046,"$265,000",USD,08/08/2022,,0333
400164,0001,T09691,,1109 Bancroft Street,Omaha,NE,68108,"$15,000",USD,01/14/2022,,0226
400164,0005,N5EXNZ-T02667,22214716,1109 Birch Street,Council Bluffs,IA,51501,"$165,000",USD,08/05/2022,0335,
400164,0005,PK3JD4-T02644,No MLS,111 Hillside Drive,Bellevue,NE,68005,"$320,000",USD,07/26/2022,0223,
400164,0005,PK3JD4-T02644,No MLS,111 Hillside Drive,Bellevue,NE,68005,"$320,000",USD,07/26/2022,,10028
400164,0001,ERZXS9-T10085,22208343,111 North 54th Street,Omaha,NE,68132,"$1,000,000",USD,05/27/2022,10015,
400164,0001,SL2H2P-T11077,22-1405,1110 New Orleans Avenue,Farragut,IA,51639,"$460,000",USD,09/19/2022,0245,
400164,0001,SL2H2P-T11077,22-1405,1110 New Orleans Avenue,Farragut,IA,51639,"$460,000",USD,09/19/2022,,0346
400164,0004,T04639,,11105 N 62nd Street,Omaha,NE,68152,"$586,000",USD,11/15/2022,,10059
400164,0001,B5JLXG-T09993,22206500,11113 Prospect St,Papillion,NE,68046,"$448,000",USD,05/16/2022,10050,
400164,0001,T10574,,11119 Port Royal Drive,Papillion,NE,68046,"$432,835",USD,06/30/2022,,0184
400164,0004,T04550,,1112 Highland Drive,Blair,NE,68008,"$300,000",USD,10/05/2022,,0195
400164,0001,T11470,,1112 Woodview Circle,Papillion,NE,68046,"$255,000",USD,12/15/2022,,0074
400164,0004,F6TKH2-T04069,22203423,11125 Woolworth Plaza,Omaha,NE,68144,"$515,000",USD,05/31/2022,0490,
400164,0005,9WWFL5-T02650,22213753,1113 Hardwood Drive,Papillion,NE,68046,"$630,000",USD,07/28/2022,0095,
400164,0005,9WWFL5-T02650,22213753,1113 Hardwood Drive,Papillion,NE,68046,"$630,000",USD,07/28/2022,,10059
400164,0005,T02339,,1113 Overland Trail,Papillion,NE,68046,"$260,000",USD,03/21/2022,,0333
400164,0001,T11422,,1113 Willow Drive,CARTER LAKE,IA,51510,"$225,000",USD,12/01/2022,,0287
400164,0001,GBDM87-T10587,22208609,11130 North 144th Street,Waverly,NE,68462,"$212,500",USD,07/06/2022,0312,
400164,0004,YZ8242-T04098,22206977,1115 North Logan Street,Fremont,NE,68025,"$200,000",USD,06/03/2022,10035,
400164,0005,T02871,,11156 Portage Drive,Papillion,NE,68046,"$427,000",USD,12/13/2022,,0224
400164,0004,T04229,,11159 Horizon Circle,Papillion,NE,68046,"$470,615",USD,07/05/2022,,0073
400164,0004,T04109,,1116 Lafayette Drive,Papillion,NE,68046,"$287,000",USD,06/10/2022,,0262
400164,0001,QF7CME-T10445,22214004,11160 Girard Street,Omaha,NE,68142,"$255,000",USD,07/27/2022,0522,
400164,0001,L5K5WD-T10729,22218024,1117 Coach Road,Papillion,NE,68046,"$195,000",USD,08/10/2022,10050,
400164,0001,T10018,,1117 S 10 St #17,Omaha,NE,68108,"$445,000",USD,03/31/2022,,0240
400164,0001,T10280,,112 Dodds Circle,COUNCIL BLUFFS,IA,51503,"$270,000",USD,05/19/2022,,0253
400164,0005,T02285,,1120 Delmar Street #4B,Papillion,NE,68046,"$160,000",USD,02/23/2022,,0209
400164,0001,HGKPT8-T10913,22216011,11206 Martha Circle,Omaha,NE,68144,"$779,800",USD,08/26/2022,0556,
